compound,p0,DeltaH
164,8.182666291390223e-12,85.76278549423475
165,3.8935235691967274e-07,72.67043906211168
166,4.706503928557778e-06,66.68923761663036
167,7.395447975585934e-10,80.79607935060898
168,8.818715933470714e-13,98.36512757290424
169,1.5824580655309294e-11,102.45637252013891
170,1.912880446165073e-10,96.47517107465761
171,2.4233718060852174e-10,83.07745231295098
172,2.7643508708448495e-13,114.84735071575089
173,3.3415563055722255e-12,108.86614927026956
174,4.233319105542891e-12,95.46843050856295
175,1.9987305870823107e-07,69.10580194683386
176,0.00019189528846966746,45.6598296476
177,3.4686625557363915e-06,60.107579631517645
178,2.2323118874282138e-08,73.01900720646861
179,2.059454335374597e-08,69.1497304842014
180,1.1459517247074804e-08,69.45437009119078
181,2.629392885061729e-07,65.39154994694213
182,2.2323118874282138e-08,73.01900720646861
183,1.4983824654022823e-07,81.03807976155043
184,2.059454335374597e-08,69.1497304842014
185,1.1459517247074804e-08,69.45437009119078
186,7.69805210482454e-12,103.20100184934329
187,4.283462825509623e-12,103.50564145633268
188,4.258918447573252e-12,101.65365387429571
189,5.191767047987107e-06,86.1535721168145
190,1.603983471354448e-09,109.06870463629423
191,1.954884336197804e-06,90.59761715620338
192,7.300647425747739e-09,107.53154823020179
193,3.71315214861314e-09,98.72325744470068
194,1.3512261690158534e-11,114.01093270465394
195,2.4546815593570155e-14,143.29868313371034
196,5.798765085873335e-10,113.55223232375856
197,3.731885712604451e-12,126.46365989870951
198,5.604007795381637e-10,111.49546053545286
199,1.1783845267971338e-15,153.30238807823912
203,2.4944424395007385e-14,145.37029121172327
204,1.3879941723541358e-14,145.67493081871265
205,3.814190149301947e-12,130.3872555587594
210,6.519124736534748e-14,138.85463809432147
212,6.014320748420041e-14,134.98536137205426
214,3.792334718693766e-12,128.53526797672245
217,9.143653516478356e-12,118.15033813705342
220,1.3580433639195062e-14,141.75133515866276
230,1.2828231218382037e-15,157.53158772605263
231,2.5681570203338825e-11,129.63124618712152
232,1.6527775052066013e-13,142.5426737620725
236,5.632281088379285e-13,139.2358629894617
238,2.4546815593570155e-14,143.29868313371034
239,1.6433070376468185e-13,140.69068618003553
241,2.4406161561165684e-14,141.4466955516734
243,9.143929543224271e-14,140.9953257870249
245,4.841834924828399e-11,124.77708743946314
247,2.512740088131909e-11,125.70765052707166
252,3.731885712604451e-12,126.46365989870951
256,5.209515365795488e-18,177.44886233784982
260,5.756712543489417e-15,156.05986065838164
262,5.756497572484158e-13,143.15945864951158
265,1.6145889831235736e-16,160.1337063687112
271,2.4944424395007385e-14,145.37029121172327
276,8.932652977451144e-17,158.5863583936636
280,8.751681440513624e-11,126.32443541451075
288,2.1675253977685607e-13,147.60350368890045
289,1.39494477597407e-15,160.5149312638514
292,2.1551054084476197e-13,145.75151610686348
297,7.717479641399899e-16,158.96758328880384
298,9.328914440938383e-15,152.9863818433225
300,1.1917327345283237e-18,200.42287723672933
303,1.0129697376581355e-11,125.94321051937051
307,3.346576380069314e-14,135.29000097904367
309,4.309647068972656e-19,183.43006378333112
310,9.122800158734549e-18,175.49796691681527
314,7.88768389295679e-16,162.89117894885374
316,1.39494477597407e-15,160.5149312638514
319,1.1917327345283237e-18,200.42287723672933
325,1.901790161326949e-15,152.50624910918472
327,1.4175400620441368e-15,162.58653934186432
330,2.1551054084476197e-13,145.75151610686348
332,1.6765517146573966e-14,152.68174223633315
337,7.88768389295679e-16,162.89117894885374
342,7.717479641399899e-16,158.96758328880384
348,3.1387553362566604e-14,135.14461804222702
356,9.070526224290556e-18,173.64597933477833
366,1.3869516981357437e-15,158.66294368181448
367,1.6765517146573966e-14,152.68174223633315
382,1.3869516981357437e-15,158.66294368181448
386,3.683455839405895e-15,154.21889864242556
389,1.666945020122928e-14,150.82975465429615
392,5.047154963423611e-18,173.95061894176771
393,1.1923039822957516e-13,144.2041681318159
394,7.67325823812159e-16,157.11559570676687
395,9.275459465115857e-15,151.13439426128556
404,5.076241991139836e-18,175.80260652380468
407,4.841834924828399e-11,124.77708743946314
409,2.1101863910785468e-12,128.8399075837118
411,1.1991752947936893e-13,146.05615571385286
418,3.773411616368932e-11,123.63985317268506
423,7.634739514533589e-13,129.37519325275804
424,5.632491420636396e-15,152.13626499833174
428,1.1991752947936893e-13,146.05615571385286
430,9.328914440938383e-15,152.9863818433225
431,1.181852649645434e-14,139.5886630816159
440,2.463369515742858e-14,146.69034922189667
441,9.747596445328708e-12,125.61701271549876
446,1.6527775052066013e-13,142.5426737620725
448,2.531058797128827e-12,123.16375355488455
450,1.4208232369991302e-11,128.08389821207393
462,1.5400316496683552e-09,109.10818728436968
465,2.227955922941368e-09,110.88115700567565
475,2.7471841869148625e-10,123.26161216951924
479,1.9965975984121558e-13,147.84749121651973
483,9.138047360120065e-15,152.28134468695347
486,3.035454445376777e-11,131.0124679815189
495,1.1046101310393547e-13,146.30014324147217
499,1.6422499174179086e-14,151.9767050799641
500,9.138047360120065e-15,152.28134468695347
504,2.529430596559056e-13,134.44977245481311
505,1.985157030806331e-13,145.99550363448276
506,1.1046101310393547e-13,146.30014324147217
507,1.399397988328784e-13,132.90242447976553
508,3.035454445376777e-11,131.0124679815189
511,2.3827622833450667e-20,193.16873470821213
515,5.1883216017201565e-15,152.38025252595105
527,2.806605219416264e-19,185.5412774486857
528,3.164474926398806e-14,151.0461419923556
535,1.1046101310393547e-13,146.30014324147217
537,1.2777002064587685e-11,129.7670737179659
542,3.0961903584917175e-14,147.12254633230572
544,1.7507338814291022e-14,149.498794017308
557,1.3571697504809549e-15,153.03735405859132
565,4.838720228957906e-12,136.06310633939174
570,1.3571697504809549e-15,153.03735405859132
571,1.6405511996621107e-14,147.05615261311002
574,7.712515076861274e-17,170.2536021887324
576,1.1915369870661203e-14,155.49018703174445
580,4.266920032594434e-17,168.70625421368482
587,1.631150789221143e-14,145.20416503107305
596,5.128312045153822e-16,160.87306518616654
598,2.6770038140998636e-12,134.51575836434412
603,4.2424704453865276e-17,166.85426663164787
604,5.128312045153822e-16,160.87306518616654
610,4.734307987514208e-12,132.13951067934184
614,8.423339038440775e-08,99.19905381430627
616,3.33921797107816e-11,123.25142060056409
617,4.0364575223137723e-10,117.27021915508277
620,1.3426193528703765e-12,123.44496402254552
624,8.875755247351551e-18,168.0203897115552
628,1.3571697504809549e-15,153.03735405859132
629,1.6405511996621107e-14,147.05615261311002
632,5.600611944395594e-13,135.6818814442515
633,3.604361167871677e-15,148.59330901920248
634,4.356963479234564e-14,142.61210757372115
636,3.080647899617861e-11,119.38214387829687
642,1.994099294280529e-15,147.0459610441549
646,1.7228275569853227e-14,147.4271859392951
650,1.1046101310393547e-13,146.30014324147217
651,4.768822663637947e-13,129.59561370715474
652,1.3571697504809549e-15,153.03735405859132
654,1.3493931247375985e-15,151.18536647655438
658,1.389269750870157e-12,135.44632145195266
659,1.679353784326997e-11,129.4651200064713
664,7.250105862626215e-11,112.76059047215391
672,8.926906706094759e-18,169.87237729359217
682,3.764254251698217e-13,142.99333246886135
685,1.3571697504809549e-15,153.03735405859132
687,2.078365917572539e-14,133.6584338514034
688,1.1984038793289526e-14,157.34217461378145
693,4.266920032594434e-17,168.70625421368482
695,1.285063662026825e-11,131.61906130000284
696,8.270227624478419e-14,144.53048887495382
697,9.99707799706611e-13,138.54928742947249
699,3.604361167871677e-15,148.59330901920248
705,1.1984038793289526e-14,157.34217461378145
706,3.182711966980752e-14,152.89812957439256
708,1.1915369870661203e-14,155.49018703174445
711,6.630124503988141e-15,155.79482663873384
723,2.790523282434507e-19,183.6892898666487
730,3.0961903584917175e-14,147.12254633230572
732,4.741497158425054e-13,127.74362612511779
737,5.951860363020612e-19,183.39052857067557
738,1.1915369870661203e-14,155.49018703174445
740,9.269492670348696e-16,162.42041316121413
743,9.216378183157582e-16,160.56842557917716
749,3.583708063986528e-15,146.7413214371655
750,4.331997940219625e-14,140.76011999168418
754,5.043908187569813e-19,185.23663784169628
760,2.036547194245262e-16,163.95756956730654
770,1.3619732377420284e-15,156.42902014677765
773,2.806605219416264e-19,185.5412774486857
776,6.630124503988141e-15,155.79482663873384
777,4.266920032594434e-17,168.70625421368482
778,5.157866785532459e-16,162.7250527682035
784,5.157866785532459e-16,162.7250527682035
786,1.133205397957536e-16,164.26220917429595
787,1.3698223633587418e-15,158.2810077288146
789,1.3619732377420284e-15,156.42902014677765
794,1.389269750870157e-12,135.44632145195266
796,2.1275237673841257e-11,116.06740124476468
798,3.689612106341579e-12,131.00227641256376
815,2.2815441486969182e-08,76.94260286651848
819,1.2685766892421079e-09,90.23525533660965
820,1.5334596196695395e-08,84.25405389112835
822,5.235016294485913e-07,72.87978272226984
826,1.524672847380736e-08,82.4020663090914
827,4.049214626880632e-08,77.95802126970251
831,1.0905419709020733e-07,75.77647978661113
832,7.018352942283445e-10,88.68790736156208
841,5.497077852568745e-11,92.44608789882135
849,8.590822503025418e-09,81.38664790590735
854,7.691847165531013e-07,66.88838970783335
855,1.3603108550951635e-06,64.51214202283107
865,7.958866371147899e-05,56.044759487269
867,1.7708479079748864e-10,91.93151683049862
872,4.0056723511374044e-13,117.07398351613925
873,1.499635158306856e-13,119.66604097349116
877,8.344489443516304e-14,119.97068058048053
880,2.2161232008941037e-13,115.52663554109168
888,4.84206974019499e-12,111.09278207065795
894,2.4767978928847716e-09,76.41599503456162
896,6.1342753097881325e-12,97.69506330895133
900,1.3903116716485597e-06,68.43573768288095
901,2.5131008034170237e-08,82.88348766679859
905,6.224186581269432e-11,104.1625559411883
907,6.188521794618928e-11,102.31056835915135
909,3.4435078759070666e-11,102.61520796614073
910,3.423648613542096e-09,87.8628183752337
912,1.053915034601833e-07,73.71970799830544
915,6.005826732257827e-08,89.36623781291374
917,2.617481602397957e-09,93.42905795716239
919,6.482706083342716e-12,114.7081262315521
927,1.4481118769837607e-09,91.88170998211481
936,3.2774672059203804e-16,130.56441135600917
943,8.110444015902967e-12,102.6304654800189
945,6.365268524478792e-12,114.17619665968857
947,4.552840626716168e-11,107.55061013720828
949,4.4870727252796134e-12,101.08311750497131
952,5.876230103156452e-08,85.44264215286387
953,7.103206022538893e-07,79.46144070738255
955,3.979392829085573e-07,76.59403472216155
961,1.4553635296597667e-10,106.7217104272536
962,1.7592481586637894e-09,100.74050898177227
964,9.713375263824234e-11,91.4056103643143
971,1.7593138561370197e-11,113.64091099064233
974,2.4105618373114412e-12,120.47222928111441
975,1.7143058893258976e-11,111.99465517659718
977,1.6895419430327431e-12,105.52716254436021
980,3.664809899972736e-10,103.63720604611358
983,8.051744129542532e-11,105.17436245220601
988,7.69155993143605e-05,53.98798769896331
989,1.3903116716485597e-06,68.43573768288095
991,3.5976020530742435e-10,81.54070867981335
993,1.2705030562331293e-10,85.83937078238559
995,4.616385085506545e-12,105.52293059656292
997,7.06951906399838e-11,86.14401038937497
999,3.303661925816975e-08,85.96690225582918
1004,3.161761940042343e-11,113.33627138365296
1005,1.4470242504452842e-10,104.86972284521661
1006,7.623286926343169e-11,102.95134154398394
1015,8.056927056639724e-10,93.88834355227745
1017,4.9502082107985855e-09,79.79981728278433
1023,2.2629468422691528e-09,95.42466596124412
1024,7.691847165531013e-07,66.88838970783335
1027,3.4435078759070666e-11,102.61520796614073
1030,7.635303797292531e-13,121.68306494406895
1033,9.490083709851247e-09,86.26088629275097
1036,4.2242031818329153e-13,120.13571696902136
1040,5.581621632432874e-07,78.73472241486499
1044,3.251002259757874e-08,83.89529417781628
1047,1.4168638196912071e-09,87.95811432206493
1051,1.668893879738951e-08,80.33065706253846
1053,3.438175656243191e-08,89.87566162617185
1056,1.7593138561370197e-11,113.64091099064233
1060,4.7108905542932144e-09,96.70697991664393
1061,3.031767090554999e-11,109.6184074915949
1062,3.664809899972736e-10,103.63720604611358
1063,4.642839548107079e-10,90.23948728440695
1067,9.732974439204958e-10,99.1931610067247
1069,4.24186089059068e-11,103.25598115097334
1074,6.925942339957491e-06,66.52916599340884
1075,2.1397525994839913e-09,89.44429851288855
1080,1.5303512058298049e-12,102.01398384077474
1087,3.2746043468292785e-14,123.67427701030468
1088,3.958352363590293e-13,117.69307556482337
1090,8.696669479755604e-14,119.23023197091581
1091,1.0512562295926396e-12,113.24903052543449
1096,1.0452324980328783e-12,111.39704294339754
1098,1.811662570129195e-14,122.12692903525709
1102,1.6091743957240623e-12,116.08694934819474
1104,3.2746043468292785e-14,123.67427701030468
1105,3.2558407599943705e-14,121.82228942826772
1107,1.7749591002243217e-08,89.86500605610422
1118,7.679306467070412e-13,123.53505252610591
1121,1.2170035229690752e-17,155.87356079340964
1127,1.1916374308177593e-16,138.96195227025794
1129,7.513598684222925e-13,119.61145686605603
1132,3.2746043468292785e-14,123.67427701030468
1136,1.8608899429659653e-15,140.89052514044576
1137,2.2494498033794872e-14,134.90932369496443
1142,3.1006254391789465e-10,102.2559842517162
1145,8.696669479755604e-14,119.23023197091581
1148,1.0243622758353553e-12,111.60277471138934
1149,1.2170035229690752e-17,155.87356079340964
1151,1.8608899429659653e-15,140.89052514044576
1160,4.913818844278824e-15,134.5944925190199
1162,6.771829130495527e-18,156.178200400399
1166,3.305132805862252e-14,128.91793068052797
1169,2.1415586888869367e-16,138.65731266326856
1174,1.1848093105196412e-16,137.10996468822097
1175,1.1608056060833484e-10,104.8480417090681
1176,7.4705455252999e-13,117.75946928401906
1183,2.2365603846143144e-14,133.05733611292746
1189,1.3435828969082403e-11,104.46681681392786
1195,1.850226984532863e-15,139.0385375584088
1198,4.913818844278824e-15,134.5944925190199
1199,5.939840168886108e-14,128.6132910735386
1203,5.905804696203038e-14,126.76130349150161
1204,1.0236311380233907e-15,137.4911895833612
1208,9.490083709851247e-09,86.26088629275097
1216,1.029530379774165e-15,139.34317716539817
1217,1.2444996648566228e-14,133.36197571991684
1222,1.6091743957240623e-12,116.08694934819474
1227,4.713922965894115e-08,85.42096101671537
1228,3.03371864633638e-10,98.33238859166632
1229,3.6671689469358566e-09,92.35118714618501
1238,5.148309757332175e-16,147.03413517781556
1242,2.864697868947911e-16,147.33877478480497
1243,2.8482830592406244e-16,145.486787202768
1245,1.1274739555514942e-10,108.09764057759146
1246,3.926905507683555e-10,108.71442546503056
1247,1.3628941771744404e-09,102.11643913211016
1251,7.288282869911144e-14,131.57348889077082
1252,7.330285639268752e-14,133.4254764728078
1255,8.685169061880906e-12,115.45321897102886
1256,5.622222820050356e-10,101.07677663654894
1267,4.0788248258928114e-14,133.73011607979717
1273,8.627579392042825e-11,110.251581871123
1274,5.261852552356745e-16,150.95773083786543
1275,6.5400699849647104e-12,115.53555218654749
1276,2.927877012836453e-16,151.2623704448548
1277,3.248589479635162e-11,114.69562691051186
1278,2.0906804268898617e-13,127.60705448546281
1279,1.0429045973637462e-09,104.27038042564168
1283,3.926905507683555e-10,108.71442546503056
1289,4.4837425769082325e-15,131.88345023766692
1294,4.549461667709617e-14,138.35094286990386
1298,1.810305032539239e-10,97.70397995440715
1300,7.209640799465805e-17,157.78904912833752
1303,4.849348557597166e-16,152.1124872898456
1307,1.392401650796531e-10,109.45544290206861
1310,4.011693858298865e-17,158.09368873532694
1311,4.849348557597166e-16,152.1124872898456
1313,1.3061704659361589e-12,124.83375597359473
1314,1.5789030989641515e-11,118.85255452811342
1320,1.2686790634904477e-15,140.57280099819647
1329,4.8215616364562e-16,150.26049970780863
1335,1.0906299777332733e-13,126.1140254481979
1336,6.1978246594162865e-15,143.330273578339
1337,4.8215616364562e-16,150.26049970780863
1340,1.56985593409673e-11,117.00056694607643
1341,5.349703672296625e-11,113.69375617346566
1343,7.905657826447836e-11,109.55435074106616
1348,1.0810698849507672e-14,121.49852039799791
1354,2.502456815463928e-12,122.05120530394926
1357,7.703409896761128e-11,107.90809492702101
1362,1.1228597579757666e-10,110.37498042359618
1363,7.226339101504036e-13,123.28640799854716
1365,3.8264447330788963e-10,107.0681696509854
1366,2.462568187877729e-12,119.97959722593637
1369,2.792571319558346e-07,87.33644935164327
1372,7.832635783080852e-11,104.31069707084288
1376,5.2276513129134354e-11,88.99459700790361
1379,2.3449643456724627e-12,119.60856389975127
1380,2.9707661516277134e-12,106.21084513804466
1381,1.9287900106116328e-13,123.73777776319562
1384,1.6676552850969972e-11,111.13098979523404
1386,1.2973427270551924e-12,118.06121592470369
1387,1.6435652284899539e-12,104.66349716299707
1388,4.582695293352697e-09,95.8433145352808
1389,6.916350076685994e-10,108.61551762603298
1391,5.380534304626592e-11,115.54574375550263
1393,3.014309251419823e-11,112.67833777028163
1397,1.3249589417822994e-13,134.97282444785537
1402,5.349703672296625e-11,113.69375617346566
1404,1.7031542519340504e-12,128.04259831838573
1410,2.1168871404140672e-08,92.62041966706776
1413,2.9767604188355e-11,113.99839578045504
1414,3.7711699583413785e-11,100.60067701874843
1421,7.330285639268752e-14,133.4254764728078
1424,1.9857886989340814e-10,107.9987327385939
1426,1.0515020955026077e-07,91.78049439103215
1430,8.944023040547193e-13,127.01015020162149
1432,4.176166357585943e-13,130.5346577194828
1438,1.953505577920289e-14,138.89210684996638
1439,1.257208982908112e-16,151.80353442491736
1442,5.689489285829213e-16,148.41439043678795
1448,4.733837487887888e-17,156.2475794643062
1449,1.953505577920289e-14,138.89210684996638
1460,9.265885032937242e-12,107.85306783575253
1461,5.26561087820197e-13,125.0693159658936
1465,2.913179464303964e-13,123.52196799084602
1469,7.57961852134807e-13,128.85625947264217
1474,1.3156928820343778e-13,122.28985900140765
1478,1.032586930317623e-13,133.8355901810773
1482,7.279021511331725e-14,120.74251102636005
1490,1.9147309555557552e-16,153.34500408894866
1494,1.0654226234498234e-16,153.64964369593804
1496,1.6315851923490892e-15,134.2707234887501
1504,1.9147309555557552e-16,153.34500408894866
1507,2.3012706466483583e-15,145.51181506143035
1508,9.10616837289408e-13,124.43847855503248
1512,3.697929782499836e-10,105.01139786267971
1520,1.6554996552262426e-14,140.7382161209871
1521,1.0654226234498234e-16,153.64964369593804
1522,1.2878863255155413e-15,147.6684422504567
1525,1.0593177180036638e-16,151.79765611390107
1527,1.6222361574145833e-15,132.41873590671315
1529,7.385711551503099e-13,127.21000365859702
1535,8.00537973228746e-11,108.23429273089276
1537,2.896486853516629e-13,121.66998040880904
1541,6.234419945532544e-14,132.9854733360865
1542,7.536187066662988e-13,127.00427189060521
1543,2.9109914763818546e-14,136.5099808539478
1545,5.349703672296625e-11,113.69375617346566
1547,1.6460135896604532e-14,138.8862285389501
1548,1.2805066959961157e-15,145.81645466841977
1549,1.6222361574145833e-15,132.41873590671315
1552,6.6460059006897046e-12,117.60716026456039
1558,8.542224996438368e-15,139.81679162655863
1560,2.698880818850852e-09,98.18007957220766
1562,2.099578631636251e-10,105.11030570167728
1565,2.913179464303964e-13,123.52196799084602
1566,1.8748220802345875e-15,136.43339556579699
1573,4.4289463045204286e-11,106.68694475584519
1577,4.193395511821246e-13,127.3089114975946
1585,4.0861172082010076e-13,125.66265568354945
1586,1.3924536487308354e-12,122.35584491093864
1587,3.8264447330788963e-10,107.0681696509854
1591,1.6460135896604532e-14,138.8862285389501
1592,2.516878609777269e-12,123.90319288598624
1593,6.684307193048707e-12,119.45914784659736
1595,5.200017893266312e-13,126.38937397606702
1598,1.6315851923490892e-15,134.2707234887501
1607,2.502456815463928e-12,122.05120530394926
1609,6.1978246594162865e-15,143.330273578339
1624,1.3924536487308354e-12,122.35584491093864
1632,9.158989736085886e-15,139.19086814593948
1634,7.125182780560735e-16,146.12109427540915
1641,1.9191656779929936e-12,118.84236295915828
1645,1.0162243007574432e-09,102.62412461159651
1651,4.772997688959503e-09,95.80383188720535
1657,1.0958939260868302e-10,97.94827073022132
1658,1.3883556854078908e-10,84.5505519685147
1661,2.3449643456724627e-12,119.60856389975127
1663,8.00537973228746e-11,108.23429273089276
1671,2.450206427019191e-09,92.23919477192753
1676,3.4454730111405177e-12,113.6171708853148
1678,7.832635783080852e-11,104.31069707084288
1684,7.416061853127028e-13,124.93266381259231
1687,2.0906804268898617e-13,127.60705448546281
1690,2.462568187877729e-12,119.97959722593637
1697,9.532897118131626e-12,118.00243768312264
1700,2.0295840433933123e-10,111.92232839864377
1701,1.3061704659361589e-12,124.83375597359473
1702,1.5789030989641515e-11,118.85255452811342
1709,7.226339101504036e-13,123.28640799854716
1710,8.735222162103465e-12,117.30520655306583
1712,3.8264447330788963e-10,107.0681696509854
1717,2.4004278250066157e-09,102.01753129311257
1720,8.180099378297239e-09,98.7107205205018
1722,2.1367890936875733e-13,131.5306501455127
1735,6.360544444904451e-15,144.97652939238412
1739,3.5392272368064144e-15,145.28116899937353
1741,4.549291778673e-12,125.45054086103383
1749,6.1978246594162865e-15,143.330273578339
1754,4.451124964078096e-12,121.52694520098395
1755,5.380534304626592e-11,115.54574375550263
1756,6.81644018142742e-11,102.14802499379601
1757,1.9399057320237888e-13,125.58976534523258
